PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,AgeBin,NRelatives,HasRelatives,FareOverHundred,Embarked_Q,Embarked_S,Pclass_2,Pclass_3,EmbarkedCat
303,0,3,1,19.0,0,0,0.0,S,1,0,0,0.0,0,1,0,1,1.0
304,1,2,0,29.0,0,0,12.35,Q,1,0,0,0.1235,1,0,1,0,3.0
305,0,3,1,24.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
306,1,1,1,0.92,1,2,151.55,S,0,3,1,1.5155,0,1,0,0,1.0
307,1,1,0,37.0,0,0,110.8833,C,1,0,0,1.108833,0,0,0,0,2.0
308,1,1,0,17.0,1,0,108.9,C,1,1,1,1.089,0,0,0,0,2.0
309,0,2,1,30.0,1,0,24.0,C,1,1,1,0.24,0,0,1,0,2.0
310,1,1,0,30.0,0,0,56.9292,C,1,0,0,0.569292,0,0,0,0,2.0
311,1,1,0,24.0,0,0,83.1583,C,1,0,0,0.831583,0,0,0,0,2.0
312,1,1,0,18.0,2,2,262.375,C,1,4,1,2.62375,0,0,0,0,2.0
313,0,2,0,26.0,1,1,26.0,S,1,2,1,0.26,0,1,1,0,1.0
314,0,3,1,28.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
315,0,2,1,43.0,1,1,26.25,S,1,2,1,0.2625,0,1,1,0,1.0
316,1,3,0,26.0,0,0,7.8542,S,1,0,0,0.078542,0,1,0,1,1.0
317,1,2,0,24.0,1,0,26.0,S,1,1,1,0.26,0,1,1,0,1.0
318,0,2,1,54.0,0,0,14.0,S,1,0,0,0.14,0,1,1,0,1.0
319,1,1,0,31.0,0,2,164.8667,S,1,2,1,1.648667,0,1,0,0,1.0
320,1,1,0,40.0,1,1,134.5,C,1,2,1,1.345,0,0,0,0,2.0
321,0,3,1,22.0,0,0,7.25,S,1,0,0,0.0725,0,1,0,1,1.0
322,0,3,1,27.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
323,1,2,0,30.0,0,0,12.35,Q,1,0,0,0.1235,1,0,1,0,3.0
324,1,2,0,22.0,1,1,29.0,S,1,2,1,0.29,0,1,1,0,1.0
325,0,3,1,24.0,8,2,69.55,S,1,10,1,0.6955,0,1,0,1,1.0
326,1,1,0,36.0,0,0,135.6333,C,1,0,0,1.356333,0,0,0,0,2.0
327,0,3,1,61.0,0,0,6.2375,S,1,0,0,0.062375,0,1,0,1,1.0
328,1,2,0,36.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
329,1,3,0,31.0,1,1,20.525,S,1,2,1,0.20525,0,1,0,1,1.0
330,1,1,0,16.0,0,1,57.9792,C,1,1,1,0.579792,0,0,0,0,2.0
331,1,3,0,24.0,2,0,23.25,Q,1,2,1,0.2325,1,0,0,1,3.0
332,0,1,1,45.5,0,0,28.5,S,1,0,0,0.285,0,1,0,0,1.0
333,0,1,1,38.0,0,1,153.4625,S,1,1,1,1.5346250000000001,0,1,0,0,1.0
334,0,3,1,16.0,2,0,18.0,S,1,2,1,0.18,0,1,0,1,1.0
335,1,1,0,37.0,1,0,133.65,S,1,1,1,1.3365,0,1,0,0,1.0
336,0,3,1,24.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
337,0,1,1,29.0,1,0,66.6,S,1,1,1,0.6659999999999999,0,1,0,0,1.0
338,1,1,0,41.0,0,0,134.5,C,1,0,0,1.345,0,0,0,0,2.0
339,1,3,1,45.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
340,0,1,1,45.0,0,0,35.5,S,1,0,0,0.355,0,1,0,0,1.0
341,1,2,1,2.0,1,1,26.0,S,0,2,1,0.26,0,1,1,0,1.0
342,1,1,0,24.0,3,2,263.0,S,1,5,1,2.63,0,1,0,0,1.0
343,0,2,1,28.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
344,0,2,1,25.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
345,0,2,1,36.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
346,1,2,0,24.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
347,1,2,0,40.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
348,1,3,0,24.0,1,0,16.1,S,1,1,1,0.161,0,1,0,1,1.0
349,1,3,1,3.0,1,1,15.9,S,0,2,1,0.159,0,1,0,1,1.0
350,0,3,1,42.0,0,0,8.6625,S,1,0,0,0.086625,0,1,0,1,1.0
351,0,3,1,23.0,0,0,9.225,S,1,0,0,0.09225,0,1,0,1,1.0
352,0,1,1,37.0,0,0,35.0,S,1,0,0,0.35,0,1,0,0,1.0
353,0,3,1,15.0,1,1,7.2292,C,1,2,1,0.072292,0,0,0,1,2.0
354,0,3,1,25.0,1,0,17.8,S,1,1,1,0.17800000000000002,0,1,0,1,1.0
355,0,3,1,24.0,0,0,7.225,C,1,0,0,0.07225,0,0,0,1,2.0
356,0,3,1,28.0,0,0,9.5,S,1,0,0,0.095,0,1,0,1,1.0
357,1,1,0,22.0,0,1,55.0,S,1,1,1,0.55,0,1,0,0,1.0
358,0,2,0,38.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
359,1,3,0,24.0,0,0,7.8792,Q,1,0,0,0.078792,1,0,0,1,3.0
360,1,3,0,24.0,0,0,7.8792,Q,1,0,0,0.078792,1,0,0,1,3.0
361,0,3,1,40.0,1,4,27.9,S,1,5,1,0.27899999999999997,0,1,0,1,1.0
362,0,2,1,29.0,1,0,27.7208,C,1,1,1,0.277208,0,0,1,0,2.0
363,0,3,0,45.0,0,1,14.4542,C,1,1,1,0.144542,0,0,0,1,2.0
364,0,3,1,35.0,0,0,7.05,S,1,0,0,0.0705,0,1,0,1,1.0
365,0,3,1,24.0,1,0,15.5,Q,1,1,1,0.155,1,0,0,1,3.0
366,0,3,1,30.0,0,0,7.25,S,1,0,0,0.0725,0,1,0,1,1.0
367,1,1,0,60.0,1,0,75.25,C,1,1,1,0.7525,0,0,0,0,2.0
368,1,3,0,24.0,0,0,7.2292,C,1,0,0,0.072292,0,0,0,1,2.0
369,1,3,0,24.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
370,1,1,0,24.0,0,0,69.3,C,1,0,0,0.693,0,0,0,0,2.0
371,1,1,1,25.0,1,0,55.4417,C,1,1,1,0.5544169999999999,0,0,0,0,2.0
372,0,3,1,18.0,1,0,6.4958,S,1,1,1,0.064958,0,1,0,1,1.0
373,0,3,1,19.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
374,0,1,1,22.0,0,0,135.6333,C,1,0,0,1.356333,0,0,0,0,2.0
375,0,3,0,3.0,3,1,21.075,S,0,4,1,0.21075,0,1,0,1,1.0
376,1,1,0,37.0,1,0,82.1708,C,1,1,1,0.821708,0,0,0,0,2.0
377,1,3,0,22.0,0,0,7.25,S,1,0,0,0.0725,0,1,0,1,1.0
378,0,1,1,27.0,0,2,211.5,C,1,2,1,2.115,0,0,0,0,2.0
379,0,3,1,20.0,0,0,4.0125,C,1,0,0,0.040125,0,0,0,1,2.0
380,0,3,1,19.0,0,0,7.775,S,1,0,0,0.07775,0,1,0,1,1.0
381,1,1,0,42.0,0,0,227.525,C,1,0,0,2.27525,0,0,0,0,2.0
382,1,3,0,1.0,0,2,15.7417,C,0,2,1,0.157417,0,0,0,1,2.0
383,0,3,1,32.0,0,0,7.925,S,1,0,0,0.07925,0,1,0,1,1.0
384,1,1,0,35.0,1,0,52.0,S,1,1,1,0.52,0,1,0,0,1.0
385,0,3,1,24.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
386,0,2,1,18.0,0,0,73.5,S,1,0,0,0.735,0,1,1,0,1.0
387,0,3,1,1.0,5,2,46.9,S,0,7,1,0.469,0,1,0,1,1.0
388,1,2,0,36.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
389,0,3,1,24.0,0,0,7.7292,Q,1,0,0,0.077292,1,0,0,1,3.0
390,1,2,0,17.0,0,0,12.0,C,1,0,0,0.12,0,0,1,0,2.0
391,1,1,1,36.0,1,2,120.0,S,1,3,1,1.2,0,1,0,0,1.0
392,1,3,1,21.0,0,0,7.7958,S,1,0,0,0.077958,0,1,0,1,1.0
393,0,3,1,28.0,2,0,7.925,S,1,2,1,0.07925,0,1,0,1,1.0
394,1,1,0,23.0,1,0,113.275,C,1,1,1,1.1327500000000001,0,0,0,0,2.0
395,1,3,0,24.0,0,2,16.7,S,1,2,1,0.16699999999999998,0,1,0,1,1.0
396,0,3,1,22.0,0,0,7.7958,S,1,0,0,0.077958,0,1,0,1,1.0
397,0,3,0,31.0,0,0,7.8542,S,1,0,0,0.078542,0,1,0,1,1.0
398,0,2,1,46.0,0,0,26.0,S,1,0,0,0.26,0,1,1,0,1.0
399,0,2,1,23.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
400,1,2,0,28.0,0,0,12.65,S,1,0,0,0.1265,0,1,1,0,1.0
401,1,3,1,39.0,0,0,7.925,S,1,0,0,0.07925,0,1,0,1,1.0
402,0,3,1,26.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
403,0,3,0,21.0,1,0,9.825,S,1,1,1,0.09824999999999999,0,1,0,1,1.0
404,0,3,1,28.0,1,0,15.85,S,1,1,1,0.1585,0,1,0,1,1.0
405,0,3,0,20.0,0,0,8.6625,S,1,0,0,0.086625,0,1,0,1,1.0
406,0,2,1,34.0,1,0,21.0,S,1,1,1,0.21,0,1,1,0,1.0
407,0,3,1,51.0,0,0,7.75,S,1,0,0,0.0775,0,1,0,1,1.0
408,1,2,1,3.0,1,1,18.75,S,0,2,1,0.1875,0,1,1,0,1.0
409,0,3,1,21.0,0,0,7.775,S,1,0,0,0.07775,0,1,0,1,1.0
410,0,3,0,24.0,3,1,25.4667,S,1,4,1,0.254667,0,1,0,1,1.0
411,0,3,1,24.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
412,0,3,1,24.0,0,0,6.8583,Q,1,0,0,0.068583,1,0,0,1,3.0
413,1,1,0,33.0,1,0,90.0,Q,1,1,1,0.9,1,0,0,0,3.0
414,0,2,1,29.0,0,0,0.0,S,1,0,0,0.0,0,1,1,0,1.0
415,1,3,1,44.0,0,0,7.925,S,1,0,0,0.07925,0,1,0,1,1.0
416,0,3,0,24.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
417,1,2,0,34.0,1,1,32.5,S,1,2,1,0.325,0,1,1,0,1.0
418,1,2,0,18.0,0,2,13.0,S,1,2,1,0.13,0,1,1,0,1.0
419,0,2,1,30.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
420,0,3,0,10.0,0,2,24.15,S,1,2,1,0.2415,0,1,0,1,1.0
421,0,3,1,24.0,0,0,7.8958,C,1,0,0,0.078958,0,0,0,1,2.0
422,0,3,1,21.0,0,0,7.7333,Q,1,0,0,0.077333,1,0,0,1,3.0
423,0,3,1,29.0,0,0,7.875,S,1,0,0,0.07875,0,1,0,1,1.0
424,0,3,0,28.0,1,1,14.4,S,1,2,1,0.14400000000000002,0,1,0,1,1.0
425,0,3,1,18.0,1,1,20.2125,S,1,2,1,0.202125,0,1,0,1,1.0
426,0,3,1,24.0,0,0,7.25,S,1,0,0,0.0725,0,1,0,1,1.0
427,1,2,0,28.0,1,0,26.0,S,1,1,1,0.26,0,1,1,0,1.0
428,1,2,0,19.0,0,0,26.0,S,1,0,0,0.26,0,1,1,0,1.0
429,0,3,1,24.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
430,1,3,1,32.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
431,1,1,1,28.0,0,0,26.55,S,1,0,0,0.2655,0,1,0,0,1.0
432,1,3,0,24.0,1,0,16.1,S,1,1,1,0.161,0,1,0,1,1.0
433,1,2,0,42.0,1,0,26.0,S,1,1,1,0.26,0,1,1,0,1.0
434,0,3,1,17.0,0,0,7.125,S,1,0,0,0.07125,0,1,0,1,1.0
435,0,1,1,50.0,1,0,55.9,S,1,1,1,0.5589999999999999,0,1,0,0,1.0
436,1,1,0,14.0,1,2,120.0,S,1,3,1,1.2,0,1,0,0,1.0
437,0,3,0,21.0,2,2,34.375,S,1,4,1,0.34375,0,1,0,1,1.0
438,1,2,0,24.0,2,3,18.75,S,1,5,1,0.1875,0,1,1,0,1.0
439,0,1,1,64.0,1,4,263.0,S,1,5,1,2.63,0,1,0,0,1.0
440,0,2,1,31.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
441,1,2,0,45.0,1,1,26.25,S,1,2,1,0.2625,0,1,1,0,1.0
442,0,3,1,20.0,0,0,9.5,S,1,0,0,0.095,0,1,0,1,1.0
443,0,3,1,25.0,1,0,7.775,S,1,1,1,0.07775,0,1,0,1,1.0
444,1,2,0,28.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
445,1,3,1,24.0,0,0,8.1125,S,1,0,0,0.081125,0,1,0,1,1.0
446,1,1,1,4.0,0,2,81.8583,S,0,2,1,0.818583,0,1,0,0,1.0
447,1,2,0,13.0,0,1,19.5,S,1,1,1,0.195,0,1,1,0,1.0
448,1,1,1,34.0,0,0,26.55,S,1,0,0,0.2655,0,1,0,0,1.0
449,1,3,0,5.0,2,1,19.2583,C,0,3,1,0.19258299999999998,0,0,0,1,2.0
450,1,1,1,52.0,0,0,30.5,S,1,0,0,0.305,0,1,0,0,1.0
451,0,2,1,36.0,1,2,27.75,S,1,3,1,0.2775,0,1,1,0,1.0
452,0,3,1,24.0,1,0,19.9667,S,1,1,1,0.19966699999999998,0,1,0,1,1.0
453,0,1,1,30.0,0,0,27.75,C,1,0,0,0.2775,0,0,0,0,2.0
454,1,1,1,49.0,1,0,89.1042,C,1,1,1,0.8910420000000001,0,0,0,0,2.0
455,0,3,1,24.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
456,1,3,1,29.0,0,0,7.8958,C,1,0,0,0.078958,0,0,0,1,2.0
457,0,1,1,65.0,0,0,26.55,S,1,0,0,0.2655,0,1,0,0,1.0
458,1,1,0,37.0,1,0,51.8625,S,1,1,1,0.518625,0,1,0,0,1.0
459,1,2,0,50.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
460,0,3,1,24.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
461,1,1,1,48.0,0,0,26.55,S,1,0,0,0.2655,0,1,0,0,1.0
462,0,3,1,34.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
463,0,1,1,47.0,0,0,38.5,S,1,0,0,0.385,0,1,0,0,1.0
464,0,2,1,48.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
465,0,3,1,24.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
466,0,3,1,38.0,0,0,7.05,S,1,0,0,0.0705,0,1,0,1,1.0
467,0,2,1,29.0,0,0,0.0,S,1,0,0,0.0,0,1,1,0,1.0
468,0,1,1,56.0,0,0,26.55,S,1,0,0,0.2655,0,1,0,0,1.0
469,0,3,1,24.0,0,0,7.725,Q,1,0,0,0.07725,1,0,0,1,3.0
470,1,3,0,0.75,2,1,19.2583,C,0,3,1,0.19258299999999998,0,0,0,1,2.0
471,0,3,1,24.0,0,0,7.25,S,1,0,0,0.0725,0,1,0,1,1.0
472,0,3,1,38.0,0,0,8.6625,S,1,0,0,0.086625,0,1,0,1,1.0
473,1,2,0,33.0,1,2,27.75,S,1,3,1,0.2775,0,1,1,0,1.0
474,1,2,0,23.0,0,0,13.7917,C,1,0,0,0.137917,0,0,1,0,2.0
475,0,3,0,22.0,0,0,9.8375,S,1,0,0,0.098375,0,1,0,1,1.0
476,0,1,1,37.0,0,0,52.0,S,1,0,0,0.52,0,1,0,0,1.0
477,0,2,1,34.0,1,0,21.0,S,1,1,1,0.21,0,1,1,0,1.0
478,0,3,1,29.0,1,0,7.0458,S,1,1,1,0.07045799999999999,0,1,0,1,1.0
479,0,3,1,22.0,0,0,7.5208,S,1,0,0,0.075208,0,1,0,1,1.0
480,1,3,0,2.0,0,1,12.2875,S,0,1,1,0.122875,0,1,0,1,1.0
481,0,3,1,9.0,5,2,46.9,S,1,7,1,0.469,0,1,0,1,1.0
482,0,2,1,29.0,0,0,0.0,S,1,0,0,0.0,0,1,1,0,1.0
483,0,3,1,50.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
484,1,3,0,63.0,0,0,9.5875,S,1,0,0,0.095875,0,1,0,1,1.0
485,1,1,1,25.0,1,0,91.0792,C,1,1,1,0.910792,0,0,0,0,2.0
486,0,3,0,24.0,3,1,25.4667,S,1,4,1,0.254667,0,1,0,1,1.0
487,1,1,0,35.0,1,0,90.0,S,1,1,1,0.9,0,1,0,0,1.0
488,0,1,1,58.0,0,0,29.7,C,1,0,0,0.297,0,0,0,0,2.0
489,0,3,1,30.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
490,1,3,1,9.0,1,1,15.9,S,1,2,1,0.159,0,1,0,1,1.0
491,0,3,1,24.0,1,0,19.9667,S,1,1,1,0.19966699999999998,0,1,0,1,1.0
492,0,3,1,21.0,0,0,7.25,S,1,0,0,0.0725,0,1,0,1,1.0
493,0,1,1,55.0,0,0,30.5,S,1,0,0,0.305,0,1,0,0,1.0
494,0,1,1,71.0,0,0,49.5042,C,1,0,0,0.495042,0,0,0,0,2.0
495,0,3,1,21.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
496,0,3,1,24.0,0,0,14.4583,C,1,0,0,0.144583,0,0,0,1,2.0
497,1,1,0,54.0,1,0,78.2667,C,1,1,1,0.782667,0,0,0,0,2.0
498,0,3,1,24.0,0,0,15.1,S,1,0,0,0.151,0,1,0,1,1.0
499,0,1,0,25.0,1,2,151.55,S,1,3,1,1.5155,0,1,0,0,1.0
500,0,3,1,24.0,0,0,7.7958,S,1,0,0,0.077958,0,1,0,1,1.0
501,0,3,1,17.0,0,0,8.6625,S,1,0,0,0.086625,0,1,0,1,1.0
502,0,3,0,21.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
503,0,3,0,24.0,0,0,7.6292,Q,1,0,0,0.076292,1,0,0,1,3.0
504,0,3,0,37.0,0,0,9.5875,S,1,0,0,0.095875,0,1,0,1,1.0
505,1,1,0,16.0,0,0,86.5,S,1,0,0,0.865,0,1,0,0,1.0
506,0,1,1,18.0,1,0,108.9,C,1,1,1,1.089,0,0,0,0,2.0
507,1,2,0,33.0,0,2,26.0,S,1,2,1,0.26,0,1,1,0,1.0
508,1,1,1,37.0,0,0,26.55,S,1,0,0,0.2655,0,1,0,0,1.0
509,0,3,1,28.0,0,0,22.525,S,1,0,0,0.22524999999999998,0,1,0,1,1.0
510,1,3,1,26.0,0,0,56.4958,S,1,0,0,0.5649580000000001,0,1,0,1,1.0
511,1,3,1,29.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
512,0,3,1,24.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
513,1,1,1,36.0,0,0,26.2875,S,1,0,0,0.262875,0,1,0,0,1.0
514,1,1,0,54.0,1,0,59.4,C,1,1,1,0.594,0,0,0,0,2.0
515,0,3,1,24.0,0,0,7.4958,S,1,0,0,0.074958,0,1,0,1,1.0
516,0,1,1,47.0,0,0,34.0208,S,1,0,0,0.340208,0,1,0,0,1.0
517,1,2,0,34.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
518,0,3,1,24.0,0,0,24.15,Q,1,0,0,0.2415,1,0,0,1,3.0
519,1,2,0,36.0,1,0,26.0,S,1,1,1,0.26,0,1,1,0,1.0
520,0,3,1,32.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
521,1,1,0,30.0,0,0,93.5,S,1,0,0,0.935,0,1,0,0,1.0
522,0,3,1,22.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
523,0,3,1,24.0,0,0,7.225,C,1,0,0,0.07225,0,0,0,1,2.0
524,1,1,0,44.0,0,1,57.9792,C,1,1,1,0.579792,0,0,0,0,2.0
525,0,3,1,24.0,0,0,7.2292,C,1,0,0,0.072292,0,0,0,1,2.0
526,0,3,1,40.5,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
527,1,2,0,50.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
528,0,1,1,37.0,0,0,221.7792,S,1,0,0,2.217792,0,1,0,0,1.0
529,0,3,1,39.0,0,0,7.925,S,1,0,0,0.07925,0,1,0,1,1.0
530,0,2,1,23.0,2,1,11.5,S,1,3,1,0.115,0,1,1,0,1.0
531,1,2,0,2.0,1,1,26.0,S,0,2,1,0.26,0,1,1,0,1.0
532,0,3,1,24.0,0,0,7.2292,C,1,0,0,0.072292,0,0,0,1,2.0
533,0,3,1,17.0,1,1,7.2292,C,1,2,1,0.072292,0,0,0,1,2.0
534,1,3,0,24.0,0,2,22.3583,C,1,2,1,0.223583,0,0,0,1,2.0
535,0,3,0,30.0,0,0,8.6625,S,1,0,0,0.086625,0,1,0,1,1.0
536,1,2,0,7.0,0,2,26.25,S,1,2,1,0.2625,0,1,1,0,1.0
537,0,1,1,45.0,0,0,26.55,S,1,0,0,0.2655,0,1,0,0,1.0
538,1,1,0,30.0,0,0,106.425,C,1,0,0,1.06425,0,0,0,0,2.0
539,0,3,1,24.0,0,0,14.5,S,1,0,0,0.145,0,1,0,1,1.0
540,1,1,0,22.0,0,2,49.5,C,1,2,1,0.495,0,0,0,0,2.0
541,1,1,0,36.0,0,2,71.0,S,1,2,1,0.71,0,1,0,0,1.0
542,0,3,0,9.0,4,2,31.275,S,1,6,1,0.31275,0,1,0,1,1.0
543,0,3,0,11.0,4,2,31.275,S,1,6,1,0.31275,0,1,0,1,1.0
544,1,2,1,32.0,1,0,26.0,S,1,1,1,0.26,0,1,1,0,1.0
545,0,1,1,50.0,1,0,106.425,C,1,1,1,1.06425,0,0,0,0,2.0
546,0,1,1,64.0,0,0,26.0,S,1,0,0,0.26,0,1,0,0,1.0
547,1,2,0,19.0,1,0,26.0,S,1,1,1,0.26,0,1,1,0,1.0
548,1,2,1,29.0,0,0,13.8625,C,1,0,0,0.138625,0,0,1,0,2.0
549,0,3,1,33.0,1,1,20.525,S,1,2,1,0.20525,0,1,0,1,1.0
550,1,2,1,8.0,1,1,36.75,S,1,2,1,0.3675,0,1,1,0,1.0
551,1,1,1,17.0,0,2,110.8833,C,1,2,1,1.108833,0,0,0,0,2.0
552,0,2,1,27.0,0,0,26.0,S,1,0,0,0.26,0,1,1,0,1.0
553,0,3,1,24.0,0,0,7.8292,Q,1,0,0,0.078292,1,0,0,1,3.0
554,1,3,1,22.0,0,0,7.225,C,1,0,0,0.07225,0,0,0,1,2.0
555,1,3,0,22.0,0,0,7.775,S,1,0,0,0.07775,0,1,0,1,1.0
556,0,1,1,62.0,0,0,26.55,S,1,0,0,0.2655,0,1,0,0,1.0
557,1,1,0,48.0,1,0,39.6,C,1,1,1,0.396,0,0,0,0,2.0
558,0,1,1,37.0,0,0,227.525,C,1,0,0,2.27525,0,0,0,0,2.0
559,1,1,0,39.0,1,1,79.65,S,1,2,1,0.7965000000000001,0,1,0,0,1.0
560,1,3,0,36.0,1,0,17.4,S,1,1,1,0.174,0,1,0,1,1.0
561,0,3,1,24.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
562,0,3,1,40.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
563,0,2,1,28.0,0,0,13.5,S,1,0,0,0.135,0,1,1,0,1.0
564,0,3,1,24.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
565,0,3,0,24.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
566,0,3,1,24.0,2,0,24.15,S,1,2,1,0.2415,0,1,0,1,1.0
567,0,3,1,19.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
568,0,3,0,29.0,0,4,21.075,S,1,4,1,0.21075,0,1,0,1,1.0
569,0,3,1,24.0,0,0,7.2292,C,1,0,0,0.072292,0,0,0,1,2.0
570,1,3,1,32.0,0,0,7.8542,S,1,0,0,0.078542,0,1,0,1,1.0
571,1,2,1,62.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
572,1,1,0,53.0,2,0,51.4792,S,1,2,1,0.514792,0,1,0,0,1.0
573,1,1,1,36.0,0,0,26.3875,S,1,0,0,0.26387499999999997,0,1,0,0,1.0
574,1,3,0,24.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
575,0,3,1,16.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
576,0,3,1,19.0,0,0,14.5,S,1,0,0,0.145,0,1,0,1,1.0
577,1,2,0,34.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
578,1,1,0,39.0,1,0,55.9,S,1,1,1,0.5589999999999999,0,1,0,0,1.0
579,0,3,0,24.0,1,0,14.4583,C,1,1,1,0.144583,0,0,0,1,2.0
580,1,3,1,32.0,0,0,7.925,S,1,0,0,0.07925,0,1,0,1,1.0
581,1,2,0,25.0,1,1,30.0,S,1,2,1,0.3,0,1,1,0,1.0
582,1,1,0,39.0,1,1,110.8833,C,1,2,1,1.108833,0,0,0,0,2.0
583,0,2,1,54.0,0,0,26.0,S,1,0,0,0.26,0,1,1,0,1.0
584,0,1,1,36.0,0,0,40.125,C,1,0,0,0.40125,0,0,0,0,2.0
585,0,3,1,24.0,0,0,8.7125,C,1,0,0,0.08712500000000001,0,0,0,1,2.0
586,1,1,0,18.0,0,2,79.65,S,1,2,1,0.7965000000000001,0,1,0,0,1.0
587,0,2,1,47.0,0,0,15.0,S,1,0,0,0.15,0,1,1,0,1.0
588,1,1,1,60.0,1,1,79.2,C,1,2,1,0.792,0,0,0,0,2.0
589,0,3,1,22.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
590,0,3,1,24.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
591,0,3,1,35.0,0,0,7.125,S,1,0,0,0.07125,0,1,0,1,1.0
592,1,1,0,52.0,1,0,78.2667,C,1,1,1,0.782667,0,0,0,0,2.0
593,0,3,1,47.0,0,0,7.25,S,1,0,0,0.0725,0,1,0,1,1.0
594,0,3,0,24.0,0,2,7.75,Q,1,2,1,0.0775,1,0,0,1,3.0
595,0,2,1,37.0,1,0,26.0,S,1,1,1,0.26,0,1,1,0,1.0
596,0,3,1,36.0,1,1,24.15,S,1,2,1,0.2415,0,1,0,1,1.0
597,1,2,0,29.0,0,0,33.0,S,1,0,0,0.33,0,1,1,0,1.0
598,0,3,1,49.0,0,0,0.0,S,1,0,0,0.0,0,1,0,1,1.0
599,0,3,1,24.0,0,0,7.225,C,1,0,0,0.07225,0,0,0,1,2.0
600,1,1,1,49.0,1,0,56.9292,C,1,1,1,0.569292,0,0,0,0,2.0
601,1,2,0,24.0,2,1,27.0,S,1,3,1,0.27,0,1,1,0,1.0
602,0,3,1,24.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
603,0,1,1,37.0,0,0,42.4,S,1,0,0,0.424,0,1,0,0,1.0
604,0,3,1,44.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
605,1,1,1,35.0,0,0,26.55,C,1,0,0,0.2655,0,0,0,0,2.0
606,0,3,1,36.0,1,0,15.55,S,1,1,1,0.1555,0,1,0,1,1.0
607,0,3,1,30.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
608,1,1,1,27.0,0,0,30.5,S,1,0,0,0.305,0,1,0,0,1.0
